LON,LAT,EDO,CLAVE_SIH,ENE,,,,,
-100.816667,20.533333,GTO,CLYGJ,2.1,,,,,
-101.474722,21.068056,GTO,COMGJ,0,,,,,
-100.363333,20.198333,GTO,CORGJ,1.2,,,,,
-101.630278,20.506667,GTO,CORRALEJO,1.76,,,,,
-101.666667,20.616667,GTO,CRMGJ,0,,,,,
-100.95,20.483333,GTO,CRTGJ,15,,,,,
-100.9,20.95,GTO,CSRGJ,0.01,,,,,
-101.666667,21.2,GTO,CSTGJ,8.9,,,,,
-100.933333,21.15,GTO,DHGGJ,0.01,,,,,
-101.835278,21.05,GTO,EBAGJ,7.22,,,,,
-100.5,20.2,GTO,ECBGJ,1.03,,,,,
-101.2,20.9,GTO,ECHGJ,0.01,,,,,
-101.366667,20.733333,GTO,ECNGJ,4.3,,,,,
-101.688056,21.173333,GTO,EPLGJ,3,,,,,
-101.7425,20.439167,GTO,GLNGJ,1.01,,,,,
-101.265,21.012222,GTO,GTOGJ,0,,,,,
-100.825833,20.848056,GTO,IALGJ,0.01,,,,,
-101.35,20.683333,GTO,IRPGJ,3.2,,,,,
-100.516667,20.133333,GTO,JCRGJ,0.03,,,,,
-100.525833,20.610278,GTO,LADGJ,1.52,,,,,
-101.073056,20.286944,GTO,LDYGJ,2.51,,,,,
-101.666667,21.1,GTO,LENGJ,1.01,,,,,
-100.866667,20.383333,GTO,LGVGJ,9,,,,,
-101.358889,20.276111,GTO,LJIGJ,8,,,,,
-101.106944,21.3225,GTO,LQMGJ,0,,,,,
-101.931944,20.504444,GTO,MABGJ,0,,,,,
-101.516667,21.633333,GTO,OCMGJ,10,,,,,
-100.9,21.1,GTO,PDLGJ,0.01,,,,,
-101.133333,20.516667,GTO,PERGJ,0.01,,,,,
-100.878333,21.105,GTO,PNLGJ,0.3,,,,,
-100.496111,21.22,GTO,POZGJ,0,,,,,
-101.287778,20.867222,GTO,PRSGJ,0,,,,,
-101.216667,21.483333,GTO,SFEGJ,3.2,,,,,
-101.016667,20.4,GTO,SJLGJ,7.7,,,,,
-101.199444,20.565278,GTO,SLMGJ,17.8,,,,,
-100.516667,21.3,GTO,SLPGJ,0,,,,,
-100.667222,20.051667,GTO,SLSGJ,1.02,,,,,
-100.884722,20.214167,GTO,SLVGJ,1.71,,,,,
-101.016389,20.430833,GTO,SMAGJ,0.9,,,,,
-100.745833,20.577778,GTO,SMOGJ,0.01,,,,,
-101.066667,20.3,GTO,SRTGJ,0.03,,,,,
-100.75,20.283333,GTO,TARGJ,0.04,,,,,
-101.3,20.6,GTO,TEMGJ,2.51,,,,,
-100.8,20.5,GTO,TGRGJ,0,,,,,
-101.182222,20.388611,GTO,VDSGJ,0.01,,,,,
-100.0925,21.298889,GTO,XICGJ,1.7,,,,,
-98.941667,20.268056,HGO,ACTHD,8.5,,,,,
-98.333333,21.016667,HGO,ATCHD,19,,,,,
-99.36,20.163889,HGO,ENDHD,16.01,,,,,
-99.648889,20.371389,HGO,HCPHD,5.9,,,,,
-98.416667,21.15,HGO,HJTHD,43.11,,,,,
-99.706944,20.32,HGO,HUICHAPAN,5.25,,,,,
-99.220833,20.481944,HGO,IXMHD,0.3,,,,,
-98.128889,20.136111,HGO,LAGUNASGT,15.1,,,,,
-99.348056,20.056667,HGO,LASROSAS,13.1,,,,,
-98.757222,20.591667,HGO,LMTHD,2,,,,,
-99.218611,20.2375,HGO,MXQHD,11.5,,,,,
-98.6,21.166667,HGO,ORZHD,63.93,,,,,
-98.7475,20.123333,HGO,PCOHD,4.5,,,,,
-98.334722,20.0575,HGO,PERHD,6.11,,,,,
-99.329444,20.359722,HGO,PRGHD,1.01,,,,,
-99.310833,19.963056,HGO,PRQHD,15,,,,,
-99.375833,20.435556,HGO,PVAHD,1,,,,,
-98.369444,20.083333,HGO,TLGHD,3,,,,,
-99.385,19.835278,HGO,TXMHD,23,,,,,
-99.501111,20.663333,HGO,ZMPHD,1.9,,,,,
-98.647222,20.652778,HGO,ZXTHD,21,,,,,
-103.133333,20.316667,JAL,ACHAPALAGDL,0,,,,,
-103.591111,20.424444,JAL,ACTJL,0,,,,,
-102.436944,21.599444,JAL,AJJJL,15.01,,,,,
-103.091944,20.397222,JAL,ATQJL,7.4,,,,,
-103.446389,20.746667,JAL,BAZJL,7.71,,,,,
-104.061111,19.913611,JAL,BBAJL,0,,,,,
-103.726111,22.4,JAL,BCSJL,3.1,,,,,
-103.783611,21.830556,JAL,BLNJL,2,,,,,
-103.465278,19.697778,JAL,CGZJL,8,,,,,
-103.201944,20.290556,JAL,CHAJL,8.64,,,,,
-105.044722,19.498611,JAL,CHAMELA,0.2,,,,,
-104.554444,19.628611,JAL,CHFJL,0,,,,,
-102.944167,20.489722,JAL,CHLJL,7.01,,,,,
-104.566667,19.233333,JAL,CIHJL,0,,,,,
-103.25,22.133333,JAL,CLTJL,10.4,,,,,
-105.129722,19.9975,JAL,CPEJL,0,,,,,
-104.780833,20.479722,JAL,CRNJL,0,,,,,
-101.7375,21.497778,JAL,CRTJL,31.8,,,,,
-102.7825,20.341389,JAL,CUIJL,8.01,,,,,
-105.05,20.583333,JAL,CULJL,0.91,,,,,
-102.85,21.133333,JAL,CUNJL,22.51,,,,,
-103.45,21.066667,JAL,CXTJL,5.4,,,,,
-104.285278,19.845833,JAL,ELCJL,0,,,,,
-103.333333,20.733333,JAL,EXPJL,30.43,,,,,
-102.766667,20.298056,JAL,FTEJL,7.01,,,,,
-103.373889,20.672778,JAL,GUAJL,10.63,,,,,
-103.4,20.7,JAL,GUCJL,25.2,,,,,
-104.497222,19.238333,JAL,HIGJL,0,,,,,
-103.651111,20.466944,JAL,HRTJL,2,,,,,
-102.25,20.483333,JAL,HUAJL,1.04,,,,,
-102.705833,20.293889,JAL,JMYJL,5.82,,,,,
-103.644167,20.676389,JAL,LAPRIMAVERA,2.2,,,,,
-102.931944,20.43,JAL,LCLJL,7.01,,,,,
-105.206667,20.728611,JAL,LDBJL,0,,,,,
-103.12,20.18,JAL,LDCJL,7.12,,,,,
-101.919722,21.359722,JAL,LDMJL,31.02,,,,,
-103.590833,19.592222,JAL,NEVADOCOLIMA,12.8,,,,,
-101.916667,21.366667,JAL,OLMJL,20,,,,,
-103.361667,20.583889,JAL,PITJL,3.7,,,,,
-104.105833,21.196944,JAL,PLYJL,0.1,,,,,
-102.231944,20.491111,JAL,POLJL,1.04,,,,,
-104.05,20.55,JAL,RAMJL,8.8,,,,,
-101.835556,21.359167,JAL,SA1JL,34.4,,,,,
-101.85,21.35,JAL,SAUCEDACFE,8,,,,,
-101.85,21.35,JAL,SAUJL,34.4,,,,,
-102.5,21.3,JAL,SGRJL,4.43,,,,,
-103.705556,20.908889,JAL,SRSJL,11.5,,,,,
-102.583333,21.45,JAL,TCAJL,10.04,,,,,
-104.320278,20.036111,JAL,TCTJL,0,,,,,
-103.198611,22.171944,JAL,TENJL,28.01,,,,,
-103.316667,20.583333,JAL,TLAJL,11.83,,,,,
-103.419444,20.4425,JAL,TLAJOMULCO,5.6,,,,,
-104.370278,19.976111,JAL,TMLJL,2.5,,,,,
-103.845833,20.596389,JAL,VEGJL,3.83,,,,,
-103.366667,20.716667,JAL,ZPPJL,11,,,,,
-99.377222,19.377222,MEX,2RSMX,0,,,,,
-99.216667,19.566667,MEX,ARBMX,3.1,,,,,
-98.912222,19.543611,MEX,ATEMX,16.01,,,,,
-99.866667,19.783333,MEX,ATPMX,23,,,,,
-99.589444,19.775,MEX,BUFMX,2,,,,,
-99.7,19.333333,MEX,CALMX,6.5,,,,,
-99.298611,19.406667,MEX,CDBMX,3.3,,,,,
-99.511667,19.205,MEX,CGCMX,2.71,,,,,
-98.888611,19.494167,MEX,CHAPINGO,6.82,,,,,
-99.4675,18.795833,MEX,CHDMX,0,,,,,
-100.116667,19.2,MEX,CHIMX,7,,,,,
-98.884722,19.483333,MEX,CHPMX,8.9,,,,,
-99.239444,19.534167,MEX,CLYMX,6.5,,,,,
-99.304444,19.695,MEX,CNPMX,2,,,,,
-99.631667,19.292222,MEX,COBMX,5.82,,,,,
-100.183333,19.101667,MEX,COLMX,0,,,,,
-99.559722,19.884722,MEX,DNXMX,8,,,,,
-99.238333,19.453611,MEX,EMOMX,0,,,,,
-98.916944,19.578889,MEX,GRDMX,0,,,,,
-99.696944,20.046389,MEX,HPNMX,8.02,,,,,
-99.769444,19.5675,MEX,IXCMX,0.02,,,,,
-98.643056,19.095556,MEX,IXTAPOPO,10.8,,,,,
-99.05,19.633333,MEX,K27MX,4.5,,,,,
-100.075833,19.383333,MEX,LBEMX,4.7,,,,,
-99.220833,19.477778,MEX,MBLMX,6,,,,,
-99.683333,19.116667,MEX,NEVMX,3.05,,,,,
-99.193611,19.616667,MEX,OBSMX,9.9,,,,,
-99.175,19.575,MEX,PBTMX,5.84,,,,,
-99.025,19.65,MEX,PCCMX,4.06,,,,,
-99.181944,19.743056,MEX,PCGMX,11.02,,,,,
-99.010278,19.636944,MEX,PCTMX,8.64,,,,,
-99.611667,18.903333,MEX,PDZMX,0,,,,,
-99.775,19.461667,MEX,PIRMX,0.01,,,,,
-99.248889,19.429444,MEX,PLMMX,5.59,,,,,
-99.260833,19.526944,MEX,PMDMX,6.5,,,,,
-99.739722,20.124167,MEX,PMNMX,5.01,,,,,
-99.864444,20.038611,MEX,PNDMX,0.02,,,,,
-99.268056,19.524444,MEX,PREMX,3.6,,,,,
-99.213333,19.408333,MEX,PTLMX,1.5,,,,,
-99.603333,19.213333,MEX,RECMX,2.62,,,,,
-98.911111,19.530556,MEX,SADMX,12.32,,,,,
-99.704722,19.465833,MEX,SBBMX,0,,,,,
-99.764722,19.238333,MEX,SJHMX,0,,,,,
-98.870833,19.190278,MEX,SLAMX,6.01,,,,,
-99.741667,19.591667,MEX,SLBMX,0.5,,,,,
-99.8,19.633333,MEX,SMLMX,6.01,,,,,
-99.285,19.574444,MEX,SNJMX,0.5,,,,,
-98.858611,19.644722,MEX,SNLMX,3.2,,,,,
-99.8,19.333333,MEX,TBRMX,4.01,,,,,
-98.824722,19.569167,MEX,TEPEATLOXTOC,0,,,,,
-99.935833,18.931389,MEX,TESMX,1.9,,,,,
-98.900833,19.443611,MEX,TJCMX,8.11,,,,,
-99.283333,19.453889,MEX,TOTMX,1.5,,,,,
-99.961389,19.660833,MEX,TPTMX,4.05,,,,,
-100.283333,19.1,MEX,TROMX,1.01,,,,,
-99.283056,19.4525,MEX,TTLMX,8,,,,,
-99.123889,19.904722,MEX,TTQMX,9.51,,,,,
-100.18,19.2075,MEX,VBRMX,0,,,,,
-99.334167,19.382222,MEX,VNDMX,3.05,,,,,
-100.055556,19.461667,MEX,VVCMX,7.5,,,,,
-101.99,20.231389,MICH,ADUMC,3,,,,,
-100.608889,19.579722,MICH,AGOMC,12.2,,,,,
-101.661111,19.926111,MICH,AMEMC,0.2,,,,,
-102.371667,19.082778,MICH,APAMC,0,,,,,
-102.371111,19.083056,MICH,APTMC,0,,,,,
-102.419167,20.183889,MICH,BIBMC,3.01,,,,,
-101.459167,20.319444,MICH,CBLMC,6.11,,,,,
-102.265278,19.973611,MICH,CHAMC,2.6,,,,,
-100.55,19.7,MICH,CHIMC,0,,,,,
-102.774167,19.287778,MICH,CHLMC,22.5,,,,,
-100.9,18.5,MICH,CMNMC,0,,,,,
-101.259167,19.629722,MICH,COIMC,5.83,,,,,
-101.861667,20.207222,MICH,CORMC,10.42,,,,,
-100.421111,19.387778,MICH,DBOMC,0,,,,,
-102.436944,20.304444,MICH,DGNMC,3.4,,,,,
-100.45,19.966667,MICH,EGIMC,1.5,,,,,
-102.541389,19.979167,MICH,GUAMC,6.86,,,,,
-101.883333,18.266667,MICH,INFMC,0,,,,,
-102.601944,19.958333,MICH,JARMC,7.31,,,,,
-101.626667,20.248889,MICH,LANMC,1.6,,,,,
-101.940833,20.038333,MICH,LDFMC,6.5,,,,,
-102.865556,19.210833,MICH,LOLMC,42,,,,,
-102.751389,20.146667,MICH,LPAMC,26.2,,,,,
-102.004444,20.354444,MICH,LPDMC,1.2,,,,,
-102.9,18.8,MICH,LPNMC,0,,,,,
-102.2,18.8,MICH,LPSMC,0,,,,,
-101.2,18.8,MICH,LPZMC,0,,,,,
-101.1,19.7,MICH,MCEMC,14.11,,,,,
-102.2,17.899167,MICH,MLCMC,0,,,,,
-100.873611,19.829167,MICH,MLPMC,0.01,,,,,
-100.29,19.539167,MICH,MMONII,7,,,,,
-101.2,19.7,MICH,MNOMC,46.81,,,,,
-101.724444,20.127222,MICH,MOCMC,14.01,,,,,
-101.176111,19.688611,MICH,MORMC,19.82,,,,,
-100.879167,19.835556,MICH,MPSMC,0.1,,,,,
-100.439167,19.890833,MICH,MRVMC,13,,,,,
-102.325,19.964167,MICH,ORAMC,4,,,,,
-100.618889,20.277778,MICH,P3MEZQUITES,2,,,,,
-101.05,19.49,MICH,PDBMC,21,,,,,
-102.601389,19.959167,MICH,PDEGONZALO,4.4,,,,,
-102.431389,20.303056,MICH,PJARIPO,14,,,,,
-101.6,20.3,MICH,PORMC,0.82,,,,,
-100.684167,19.621389,MICH,PUCMC,7.8,,,,,
-102.136944,19.961389,MICH,PUREPETIRO,2,,,,,
-102.716667,20.066667,MICH,SAHMC,4.02,,,,,
-102.464722,20.208333,MICH,SCRMC,10.52,,,,,
-102.651389,19.839444,MICH,SJUMC,18,,,,,
-102.4,20.1,MICH,SSIMC,6.01,,,,,
-100.229167,20.000278,MICH,TEPMC,1.5,,,,,
-102.137778,19.962222,MICH,UREMC,2.8,,,,,
-102.180278,18.048333,MICH,VILMC,2.79,,,,,
-101.45,19.55,MICH,VJIMC,10.61,,,,,
-102.242222,20.339444,MICH,YURMC,5.2,,,,,
-102.284167,20.006667,MICH,ZAMMC,2.5,,,,,
-101.795,19.805278,MICH,ZCAMC,10.01,,,,,
-101.931944,18.921111,MICH,ZICMC,0,,,,,
-100.828611,19.860278,MICH,ZINMC,1.6,,,,,
-98.829167,18.947222,MOR,ACHMR,0.8,,,,,
-99.265833,18.735,MOR,ALUMR,0,,,,,
-99.4,18.6,MOR,AMCMR,6.5,,,,,
-99.463611,18.68,MOR,APAMR,0,,,,,
-98.928056,18.948889,MOR,ATLMR,0,,,,,
-98.9,18.8,MOR,CUAMR,0,,,,,
-99.2,18.9,MOR,CUEMR,0,,,,,
-98.786667,18.690556,MOR,ELPMR,0,,,,,
-99.180278,18.573889,MOR,HIGMR,0,,,,,
-99.424167,18.608333,MOR,HUAMR,0,,,,,
-98.75,18.883333,MOR,HUEMR,0,,,,,
-99.015833,19.028889,MOR,HUIMR,0,,,,,
-99.025,18.441389,MOR,HUTMR,0,,,,,
-98.781667,18.936667,MOR,HUXMR,0,,,,,
-99.158611,18.883611,MOR,IMTMR,0,,,,,
-98.8,18.7,MOR,JNCMR,0,,,,,
-99.2,18.6,MOR,JOJMR,0,,,,,
-98.916667,18.683333,MOR,LCUMR,0,,,,,
-99.4,18.7,MOR,MIAMR,0,,,,,
-99.004722,18.727222,MOR,MYOMR,0,,,,,
-99.140833,18.519444,MOR,NEXMR,0,,,,,
-99.258333,18.734722,MOR,OACMR,0,,,,,
-98.901389,18.900556,MOR,OAXMR,0,,,,,
-99.219167,18.908889,MOR,OBSMR,0,,,,,
-98.758611,18.8825,MOR,OCTMR,0,,,,,
-99.322778,18.633333,MOR,PIXMR,4,,,,,
-99.331389,18.765278,MOR,RODMR,0,,,,,
-98.936111,18.541389,MOR,SHUAUTLA,0,,,,,
-99.190556,18.918333,MOR,SLDMR,0,,,,,
-99.042778,18.580278,MOR,SPHMR,0,,,,,
-99.2,18.9,MOR,TEMMR,0,,,,,
-99.078889,18.950833,MOR,TEPOZTLAN,0,,,,,
-98.710278,18.876389,MOR,TETMR,0,,,,,
-99.1,18.794167,MOR,TICMR,0,,,,,
-99.306111,18.487778,MOR,TILMR,0,,,,,
-98.943611,19.038056,MOR,TLCMR,8.01,,,,,
-98.75,18.813333,MOR,TLOMR,0,,,,,
-98.786944,18.778056,MOR,TMCMR,0,,,,,
-98.92,18.9875,MOR,TOTMR,0,,,,,
-98.843611,18.596389,MOR,TPLMR,0,,,,,
-99.250278,18.611111,MOR,TQGMR,0,,,,,
-99.188333,18.521111,MOR,XICMR,0,,,,,
-99.25,18.683333,MOR,XXOMR,0,,,,,
-99.1,18.9,MOR,YAHMR,0,,,,,
-99.200833,18.636667,MOR,ZCTMR,0,,,,,
-105.403333,22.479444,NAY,ACAPONETA,0,,,,,
-104.802222,21.839167,NAY,AGMNR,0,,,,,
-104.450833,21.428333,NAY,CJNNR,0.3,,,,,
-105.136667,20.889722,NAY,GAVNR,3,,,,,
-104.516944,22.250833,NAY,JMANR,0,,,,,
-105.020833,22.377778,NAY,PAJNR,0.06,,,,,
-104.8,21.8,NAY,RSRNR,0,,,,,
-104.891944,21.489444,NAY,TEPNR,1.3,,,,,
-99.680556,24.883333,NL,ADJNL,10.5,,,,,
-99.680556,24.897222,NL,ADJUNTASHUALA,10.5,,,,,
-100.011944,25.272778,NL,AL2NL,53.85,,,,,
-100.134444,27.24,NL,ANHNL,9.57,,,,,
-99.816667,24.1,NL,ARRNL,9.33,,,,,
-99.911667,24.321944,NL,ASCNL,4.52,,,,,
-99.743889,24.99,NL,CABNL,27.31,,,,,
-99.578889,24.871944,NL,CAMNL,31.32,,,,,
-100.274722,25.800556,NL,CANNL,31.25,,,,,
-99.439444,24.976111,NL,CARNL,17.22,,,,,
-99.276944,25.711667,NL,CCHNL,20.44,,,,,
-100.172222,25.952222,NL,CDFNL,54,,,,,
-99.975,25.590278,NL,CDRNL,67.03,,,,,
-99.746944,27.699167,NL,COLOMBIA,18,,,,,
-99.399722,24.9375,NL,CPRNL,21.43,,,,,
-99.6975,24.783611,NL,CRUNL,19.71,,,,,
-99.614167,26.091389,NL,CRVNL,37.73,,,,,
-100.172778,23.676389,NL,DARNL,6,,,,,
-100.198056,25.5175,NL,ECSNL,35,,,,,
-100.308333,25.576944,NL,ELDIENTE,52.2,,,,,
-100.083333,24.833333,NL,GALNL,2.9,,,,,
-99.975556,25.765,NL,LAARENA,55,,,,,
-100.128056,25.428056,NL,LBCNL,38.2,,,,,
-99.527222,25.497222,NL,LERNL,27.05,,,,,
-99.401389,25.898333,NL,LosHerrera,27.25,,,,,
-99.196667,26.022222,NL,MDRNL,29.24,,,,,
-99.833333,25.174167,NL,MTMNL,51.74,,,,,
-100.271667,25.6825,NL,MTRNL,36.32,,,,,
-100.118056,23.4225,NL,MYNNL,9.73,,,,,
-100.304722,25.733611,NL,OBSNL,36.32,,,,,
-99.221667,24.992778,NL,PAMNL,15.03,,,,,
-100.372222,27.429167,NL,PSANL,15.03,,,,,
-100.551111,25.028333,NL,SRANL,7.01,,,,,
-99.77,25.503611,NL,Tepehuaje,34.25,,,,,
-99.777778,23.981389,NL,ZRGNL,8,,,,,
-95.698889,16.009167,OAX,ASTOX,92.7,,,,,
-96.53,17.43,OAX,ATEOX,4,,,,,
-96.1,17.016667,OAX,AYUOX,9,,,,,
-96.716667,17.066667,OAX,BAEOX,1.8,,,,,
-95.929167,16.647222,OAX,BOQOX,0.01,,,,,
-96.263611,17.999167,OAX,CDOOX,143.31,,,,,
-94.816667,16.583333,OAX,CHIOX,1.84,,,,,
-96.658333,18.492778,OAX,CSPOX,26.07,,,,,
-96.416667,18.233333,OAX,DPSOX,101.04,,,,,
-95.424722,16.436389,OAX,EMAOX,0.01,,,,,
-97.783333,17.8,OAX,HLOOX,1.8,,,,,
-96.133889,15.814722,OAX,HUATULCOmar,0,,,,,
-95.1,16.583333,OAX,IXTOX,0,,,,,
-96.2,17.866667,OAX,JACOX,40,,,,,
-95.397778,16.445556,OAX,JDMOX,0,,,,,
-95.033333,16.433333,OAX,JUCOX,0,,,,,
-95.2,16.6,OAX,KM1OX,0,,,,,
-95.716667,16.416667,OAX,KM2OX,0,,,,,
-96.905556,18.210556,OAX,LCAOX,1.5,,,,,
-97.688333,15.966667,OAX,LCHACAHUA,0,,,,,
-95.3,16.4,OAX,LPIOX,0,,,,,
-95.483333,17.45,OAX,MAROX,28.04,,,,,
-95.036389,16.882778,OAX,MROOX,19.83,,,,,
-96.779722,18.360278,OAX,NAROX,82.86,,,,,
-96.733333,17.066667,OAX,OACOX,0.4,,,,,
-96.7,17,OAX,OAOOX,2.8,,,,,
-94.4,16.5,OAX,OSTOX,0,,,,,
-96.083333,18.166667,OAX,PAPOX,37.17,,,,,
-96.483333,15.666667,OAX,PTAOX,0,,,,,
-95.281389,16.476111,OAX,RHOOX,0.01,,,,,
-95.916667,17.733333,OAX,RMLOX,102.2,,,,,
-97.725,16.102778,OAX,RVEOX,0,,,,,
-95.165,16.283056,OAX,SBLOX,0,,,,,
-96.55,17.266667,OAX,SCIOX,0,,,,,
-95.2,16.183333,OAX,SCROX,2,,,,,
-96.533333,17.883333,OAX,SFUOX,143.5,,,,,
-96.453611,17.1175,OAX,SMAOX,5.22,,,,,
-96.55,18.05,OAX,STDOX,70.11,,,,,
-95.2,16.3,OAX,TEHOX,0,,,,,
-96.412222,18.232222,OAX,TEMOX,31.9,,,,,
-95.6,16.416667,OAX,TEQOX,0.01,,,,,
-96.133333,18.083333,OAX,TUXOX,97.53,,,,,
-96.381389,17.925556,OAX,UCFOX,140.8,,,,,
-94.833333,16.45,OAX,UHGOX,0,,,,,
-96.3,17.776389,OAX,VANOX,122.14,,,,,
-97.826111,17.724444,OAX,YOSOX,0,,,,,
-95.93,17.15,OAX,ZACOX,58.82,,,,,
-94.216111,16.4025,OAX,ZANOX,0,,,,,
-97.418056,19.45,PUE,ACHPB,0,,,,,
-97.934167,19.0625,PUE,ACJPB,0,,,,,
-98.055,18.277222,PUE,ADOPB,0,,,,,
-98.135833,18.9425,PUE,AFRPB,8.9,,,,,
-98.148056,20.033056,PUE,AHUPB,10.7,,,,,
-97.845,20.406944,PUE,APAPB,13.01,,,,,
-98.420833,18.921111,PUE,ATXPB,2.4,,,,,
-97.881111,20.385833,PUE,AVCPB,7.56,,,,,
-97.503333,19.961389,PUE,BAIPB,46.21,,,,,
-98.108611,18.9125,PUE,BDDPB,0,,,,,
-97.441667,18.987222,PUE,CDSPB,4.5,,,,,
-97.958333,18.968889,PUE,CEMPB,0,,,,,
-97.360833,18.316389,PUE,CHCPB,0,,,,,
-98.579167,18.516111,PUE,CHIPB,0,,,,,
-98.318056,19.068611,PUE,CHLPB,2,,,,,
-98.567778,18.109722,PUE,CHSPB,0,,,,,
-98.198611,19.022778,PUE,CNAPB,1.4,,,,,
-98.049722,19.743333,PUE,CNGPB,4.42,,,,,
-98.164722,18.612778,PUE,COAPB,0,,,,,
-98.059444,19.092778,PUE,CPLPB,0.01,,,,,
-97.516667,20.033333,PUE,CTZPB,112.55,,,,,
-98.275556,18.966111,PUE,ECHPB,0,,,,,
-98.456111,19.101111,PUE,HJTPB,8.7,,,,,
-98.540278,18.772222,PUE,HQCPB,0,,,,,
-98.050833,20.176389,PUE,HUAPB,38.22,,,,,
-97.815833,19.621667,PUE,IXTPB,0.01,,,,,
-98.466389,18.610833,PUE,IZMPB,0,,,,,
-97.691111,19.457222,PUE,LIBPB,0,,,,,
-98.231111,19.010556,PUE,MAYPB,4,,,,,
-97.850278,20.733056,PUE,MTLPB,29.8,,,,,
-98.002222,20.216389,PUE,NECAXASGT,13.3,,,,,
-98.000556,20.216667,PUE,NNEPB,10.2,,,,,
-97.533333,19.7,PUE,OYAPB,0.04,,,,,
-98.156667,20.2775,PUE,PAHUATLAN,12.6,,,,,
-97.251389,18.918056,PUE,PCRPB,3,,,,,
-98.264722,18.2,PUE,PIXPB,0.01,,,,,
-97.883333,20.233333,PUE,PTLPB,9.3,,,,,
-98.166667,19.05,PUE,PUOPB,2.8,,,,,
-97.616667,19.25,PUE,QUIPB,1.02,,,,,
-97.401667,20.116111,PUE,RNAPB,36.2,,,,,
-98.22,19.113056,PUE,SCRPB,3.8,,,,,
-97.91,18.735,PUE,SMCPB,0.02,,,,,
-97.446667,19.960833,PUE,SOLPB,57.53,,,,,
-97.486389,19.952778,PUE,STLPB,41.5,,,,,
-97.7925,20.004444,PUE,TDRPB,57.7,,,,,
-97.7525,18.878889,PUE,TECPB,0,,,,,
-97.395556,18.479167,PUE,TEHPB,0,,,,,
-98.777222,18.451944,PUE,TELPB,0,,,,,
