LON,LAT,EDO,CLAVE_SIH,ENE,,,,,
-97.805833,19.829444,PUE,TEOPB,8.31,,,,,
-97.794167,20.000833,PUE,TEPPB,20.2,,,,,
-97.430556,18.468889,PUE,TETPB,0,,,,,
-97.390556,19.887778,PUE,TEZIUTLAN,18.6,,,,,
-97.956944,19.815278,PUE,TEZPB,19.54,,,,,
-96.849722,18.405,PUE,TLPPB,39.23,,,,,
-98.040556,20.374167,PUE,TLXPB,0.01,,,,,
-97.491944,19.489167,PUE,TPYPB,1,,,,,
-96.861389,18.483611,PUE,TYAPB,60.94,,,,,
-97.675833,20.510278,PUE,VENPB,13.5,,,,,
-97.956944,20.277222,PUE,XDJPB,31.04,,,,,
-97.585,19.859722,PUE,ZCPPB,20.2,,,,,
-97.011389,18.332222,PUE,ZOQPB,1.03,,,,,
-97.832778,20.178611,PUE,ZRGPB,13.5,,,,,
-100.490833,20.592222,QRO,ADJQT,0,,,,,
-100.269444,20.704167,QRO,AMZQT,0,,,,,
-100.354167,20.5025,QRO,BATQT,0,,,,,
-100.435556,20.604167,QRO,CARQT,0,,,,,
-100.080278,20.418611,QRO,CNSQT,0.8,,,,,
-100.453333,20.535,QRO,EPUQT,0,,,,,
-100.366667,20.566667,QRO,GHQQT,0,,,,,
-99.9625,20.198611,QRO,IDFQT,12,,,,,
-99.479722,21.230278,QRO,JLPQT,9.2,,,,,
-100.45,20.7,QRO,JRQQT,0,,,,,
-100.23,20.62,QRO,MARQT,0,,,,,
-100.366667,20.566667,QRO,OBSQT,0,,,,,
-99.815,21.055833,QRO,PMLQT,0,,,,,
-100,20.3625,QRO,SJSQT,7.2,,,,,
-86.886944,21.142778,QROO,CANCUN_ESIME,89.6,,,,,
-86.820278,21.156667,QROO,CANQR,99.62,,,,,
-87.300556,18.755556,QROO,CHINCHORROMAR,112.93,,,,,
-88.3275,18.500556,QROO,CHOQR,44.13,,,,,
-86.946111,20.51,QROO,COZQR,159.4,,,,,
-88.045,19.575556,QROO,FCRQR,36.2,,,,,
-87.077778,20.634444,QROO,PDCQR,167.2,,,,,
-106.654167,24.047222,SIN,ACTSI,3.96,,,,,
-109.183333,25.916667,SIN,AHMSI,8.51,,,,,
-107.383333,25.090278,SIN,AL2SI,0.01,,,,,
-107.388333,25.101389,SIN,ALMSI,0,,,,,
-108.7,25.7,SIN,ARCSI,8,,,,,
-107.466667,25.033333,SIN,AWSSI,0.01,,,,,
-107.5375,25.333333,SIN,BDRSI,1.02,,,,,
-108.329167,26.736111,SIN,CHXSI,94.3,,,,,
-107.4,24.816667,SIN,CLCSI,0.51,,,,,
-109.333333,26.1,SIN,CRRSI,13.01,,,,,
-107.35,24.316667,SIN,DRDSI,0,,,,,
-108.065556,25.484722,SIN,EBLSI,4.6,,,,,
-108.616667,26.433333,SIN,EFTSI,23.2,,,,,
-108.316667,26.083333,SIN,GB2SI,14.02,,,,,
-108.3275,28.95,SIN,GBESI,14,,,,,
-107.911944,25.855278,SIN,GD2SI,0.02,,,,,
-107.911111,25.856667,SIN,GDOSI,0,,,,,
-108.091667,25.469444,SIN,GMCSI,5.01,,,,,
-108.466667,25.716667,SIN,GSVSI,6.2,,,,,
-107.225,25.344444,SIN,GTNSI,2.51,,,,,
-109.333333,25.983333,SIN,HDZSI,17.61,,,,,
-106.595833,23.955556,SIN,IXPSI,1.3,,,,,
-107.059444,24.753611,SIN,JGRSI,0,,,,,
-106.807222,24.571667,SIN,JLPSI,0.01,,,,,
-108.013889,25.9,SIN,JNASI,8.03,,,,,
-108.7025,26.426944,SIN,JORSI,16.5,,,,,
-106.9,23.916667,SIN,LCRSI,0,,,,,
-108.35,26.904167,SIN,LD2SI,23.02,,,,,
-108.367778,26.844722,SIN,LDCSI,15,,,,,
-109,25.8,SIN,MCHSI,7.91,,,,,
-106.4,23.233333,SIN,MZTSI,0,,,,,
-107.440556,24.634722,SIN,OBSSI,0,,,,,
-108.58,26.509722,SIN,PMHSI,16,,,,,
-106.466667,23.5625,SIN,QLTSI,1.5,,,,,
-107.755833,25.124722,SIN,RAVSI,0.01,,,,,
-105.85,22.983333,SIN,RSRSI,0,,,,,
-108.779167,26.073611,SIN,SFRSI,30.5,,,,,
-107.5,25.3,SIN,SJNSI,1.21,,,,,
-107.1,24.8,SIN,SLRSI,0.01,,,,,
-106.695833,24.121944,SIN,SLTSI,3,,,,,
-107.158333,24.813889,SIN,SN2SI,0.11,,,,,
-107.151389,24.815,SIN,SNLSI,0.1,,,,,
-106.25,23.35,SIN,SQRSI,0.01,,,,,
-108.129167,26.9,SIN,TBRSI,34.7,,,,,
-105.846944,23.088333,SIN,TORSI,0,,,,,
-107.059722,24.7475,SIN,VINSI,0.01,,,,,
-108.359722,25.741667,SIN,ZOPSI,5.41,,,,,
-98.955833,21.748889,SLP,BLMSL,53,,,,,
-99.016667,21.983333,SLP,CDVSL,19,,,,,
-99.239444,21.906944,SLP,GANSL,25.4,,,,,
-100.820556,21.88,SLP,IVGSL,3.4,,,,,
-100.642778,23.656944,SLP,MATSL,3.54,,,,,
-99.159444,22.12,SLP,MICSL,111.1,,,,,
-98.8,21.333333,SLP,MTPSL,29.4,,,,,
-99.32,22.523333,SLP,NRJSL,19.4,,,,,
-100.762222,21.849722,SLP,OCTSL,3.4,,,,,
-99.830556,21.651111,SLP,PMYSL,3.85,,,,,
-98.939722,21.847222,SLP,PUJSL,24.8,,,,,
-98.888611,21.425,SLP,RQTSL,79.4,,,,,
-99.995,21.931389,SLP,RVDSL,8.7,,,,,
-101.683333,22.633333,SLP,SDHSL,9.21,,,,,
-101,22.2,SLP,SGRSL,0.01,,,,,
-101.019167,22.148056,SLP,SLPSL,0.2,,,,,
-99.055833,22.02,SLP,STRSL,11.6,,,,,
-98.617222,21.692778,SLP,SVTSL,34,,,,,
-99.146111,21.822222,SLP,TANCHACHIN,38.5,,,,,
-98.857222,21.246667,SLP,TBLSL,68.3,,,,,
-98.773333,22.003611,SLP,TMISL,19.4,,,,,
-98.758889,21.241111,SLP,TMTSL,89.4,,,,,
-110.226111,29.825,SON,ACNSO,24.51,,,,,
-102.371667,21.78,SON,AGCSO,20.5,,,,,
-108.937778,27.021667,SON,ALMSO,3.01,,,,,
-111.733333,30.716667,SON,ALTSO,6.01,,,,,
-109.8925,27.8225,SON,AOBSO,14.51,,,,,
-109.106667,27.226111,SON,ARCSO,20.1,,,,,
-109.088611,30.07,SON,ARISO,39.31,,,,,
-110.92,29.076667,SON,ARLSO,25.7,,,,,
-110.1675,30.335833,SON,ARZSO,32,,,,,
-110.238611,30.598889,SON,BCNSO,28.1,,,,,
-108.931667,30.355278,SON,BCRSO,27.32,,,,,
-110.215,30.003611,SON,BNMSO,25.5,,,,,
-109.625,27.416667,SON,CCRSO,5.82,,,,,
-111.516389,30.873333,SON,CHTSO,40.02,,,,,
-110.736389,29.472222,SON,CJNSO,27.51,,,,,
-110.290833,30.98,SON,CNNSO,34.3,,,,,
-109.938056,27.5,SON,COBSO,17.71,,,,,
-108.7625,26.603611,SON,CZNSO,16.01,,,,,
-109.233333,29.2,SON,ECBSO,13.6,,,,,
-110.8,27.95,SON,EPLSO,7.2,,,,,
-110.85,27.95,SON,GYMSO,10.3,,,,,
-110.916667,29.066667,SON,HM2SO,25.7,,,,,
-110.925833,29.073056,SON,HMNSO,25.7,,,,,
-108.957222,30.210556,SON,HSHSO,49,,,,,
-110.886944,30.761667,SON,IMRSO,28.7,,,,,
-110.396944,28.426389,SON,IRASO,8.9,,,,,
-109.378889,30.437778,SON,LCDSO,17,,,,,
-110.137778,29.003611,SON,MZTSO,3,,,,,
-109.6875,30.374444,SON,NCZSO,39.3,,,,,
-110.947222,31.318889,SON,NGLSO,19.9,,,,,
-109.443333,27.071944,SON,NVJSO,22.42,,,,,
-112.85,31.866667,SON,NYNSO,3.72,,,,,
-110.706111,29.229722,SON,ORGSO,9.11,,,,,
-109.083333,29.433333,SON,PDNSO,11.11,,,,,
-109.642222,28.976667,SON,PECSO,14,,,,,
-110.725556,29.2125,SON,PMOSO,20.71,,,,,
-110.308333,28.472222,SON,PTASO,8.82,,,,,
-112.116667,30.697778,SON,PTQSO,4.01,,,,,
-111.021389,30.050556,SON,QRBSO,21.5,,,,,
-108.876667,27.411944,SON,SBNSO,3.2,,,,,
-110.239167,28.713333,SON,SJPSO,17,,,,,
-111.445278,30.394722,SON,SRSSO,30.52,,,,,
-109.5,29.534722,SON,TPCSO,6.51,,,,,
-109.2125,27.658333,SON,TSOSO,12.1,,,,,
-110.289722,27.643611,SON,VCMSO,9.5,,,,,
-108.927778,28.371389,SON,YCRSO,29.52,,,,,
-93.488333,17.546667,TAB,AMACONITE2ASEC,193,,,,,
-91.483333,17.433333,TAB,BDCTB,100.2,,,,,
-93.413611,17.808889,TAB,CARTB,198.5,,,,,
-91.229167,17.289722,TAB,CUSUMACINTA,66,,,,,
-92.916667,17.98,TAB,EMUTB,216.9,,,,,
-92.814722,18.043611,TAB,EPOTB,199.8,,,,,
-92.916667,17.966667,TAB,GABTB,4.1,,,,,
-93,17.975,TAB,GONTB,167.3,,,,,
-92.807778,18.037222,TAB,LAGSANJULIAN,10.02,,,,,
-92.6,17.766667,TAB,MACTB,134.8,,,,,
-92.753333,17.391667,TAB,OXOTB,217.3,,,,,
-93.33,18.42,TAB,PARAISO,137,,,,,
-93.386111,17.769444,TAB,PAREDON,72.8,,,,,
-92.646389,18.406389,TAB,PCENTLA,22.4,,,,,
-92.879167,17.854167,TAB,PNVTB,125.85,,,,,
-92.9375,17.566667,TAB,PUYTB,274.7,,,,,
-93.291667,17.979167,TAB,SAMTB,89.9,,,,,
-91.158333,17.791667,TAB,SPTTB,44.7,,,,,
-92.816667,17.466667,TAB,TAPTB,266.1,,,,,
-92.966667,17.566667,TAB,TEATB,235.8,,,,,
-92.96,17.96,TAB,VIEJOMEZCALAPA,12.4,,,,,
-93.8325,17.965556,TAB,ZAMAPA2ASECC,120,,,,,
-99.148889,22.987778,TAMS,AHUALULCOTP,14.3,,,,,
-97.926944,22.386111,TAMS,BALTP,92.82,,,,,
-99.215278,24.103333,TAMS,BARRETALI,17,,,,,
-99.123333,24.079444,TAMS,BARRETALII,25.1,,,,,
-99.123056,24.080556,TAMS,BR1TP,17.4,,,,,
-99.215,24.1025,TAMS,BRRTP,25.9,,,,,
-97.772222,23.051944,TAMS,BTORDO,42.67,,,,,
-98.5975,26.238056,TAMS,CDOTP,33.92,,,,,
-98.8,26.25,TAMS,CMGTP,38.04,,,,,
-99.25,26.416667,TAMS,CMRTP,32.92,,,,,
-97.818333,25.638889,TAMS,CONTP,23.22,,,,,
-99.166667,23.716667,TAMS,CVCTP,54.41,,,,,
-99.1875,23.730278,TAMS,CVTTP,44.11,,,,,
-99.083333,23.383333,TAMS,ENNTP,8.6,,,,,
-98.691667,22.605,TAMS,ERCTP,0,,,,,
-98.1575,24.842778,TAMS,FD2TP,7.37,,,,,
-98.158333,24.843889,TAMS,FDOTP,22.2,,,,,
-99.170556,26.560278,TAMS,FLCTP,13.8,,,,,
-99.148889,23.023056,TAMS,GOMEZFARIAS,5,,,,,
-99.233611,26.408889,TAMS,LBLTP,33.27,,,,,
-99.116667,22.833333,TAMS,LSRTP,3.8,,,,,
-98.713611,22.796944,TAMS,MAGISCATZIN,16.4,,,,,
-99.551111,24.566667,TAMS,MAGTP,23.2,,,,,
-99.546944,24.570278,TAMS,MAGUEYES,22.6,,,,,
-97.522778,25.833333,TAMS,MATTP,34.52,,,,,
-97.844167,22.283889,TAMS,MDRTP,141.6,,,,,
-99.040833,26.374167,TAMS,MGATP,33.02,,,,,
-98.705556,22.795833,TAMS,MGSTP,17,,,,,
-99.434444,24.2525,TAMS,MHGTP,23.4,,,,,
-98.925556,26.204722,TAMS,MRGTP,41.52,,,,,
-99.53,27.44,TAMS,NUEVOLAREDO,8.5,,,,,
-99.490278,27.495556,TAMS,NVLTP,8.6,,,,,
-98.901944,24.041389,TAMS,PADILLA,8.4,,,,,
-98.9,24.05,TAMS,PADTP,8.4,,,,,
-97.8,25.8,TAMS,PANTP,43.23,,,,,
-98.742778,23.725556,TAMS,PASOMOLINA,14.7,,,,,
-98.745833,23.726667,TAMS,PDMTP,14.7,,,,,
-98.867778,24.115,TAMS,PILON,14.8,,,,,
-98.901667,24.138333,TAMS,PILTP,15.2,,,,,
-99.555833,24.2475,TAMS,PJMTP,20.9,,,,,
-99.219444,26.406111,TAMS,PLASBLANCAS,37,,,,,
-99.5975,24.184167,TAMS,PTODEVALLES,17.3,,,,,
-99.583333,24.183333,TAMS,PVLTP,21.7,,,,,
-99.004167,22.845278,TAMS,RFRTP,58.4,,,,,
-98,25.966667,TAMS,RIBTP,40.73,,,,,
-99.026111,22.843056,TAMS,RIOFRIO,59,,,,,
-97.991944,23.259444,TAMS,RSPTP,31.5,,,,,
-98.285833,26.079722,TAMS,RYATP,55,,,,,
-98.883333,26.166667,TAMS,RYNTP,55.01,,,,,
-99.094444,23.022778,TAMS,SBNTP,15.4,,,,,
-98.787222,23.083611,TAMS,SGBTP,13,,,,,
-98.210833,23.7675,TAMS,SLMTP,19.5,,,,,
-98.791389,22.943889,TAMS,SLZTP,14.6,,,,,
-99.274167,24.0225,TAMS,STETP,40.7,,,,,
-98.421944,22.413889,TAMS,TAMESI,35.6,,,,,
-97.878889,22.238611,TAMS,TMPTP,84.9,,,,,
-98.422778,22.423889,TAMS,TMSTP,35.8,,,,,
-99.434722,24.252222,TAMS,TOMASENO,21.8,,,,,
-97.804167,25.906111,TAMS,VCATP,39.52,,,,,
-98.666389,23.959444,TAMS,VGRTP,23.3,,,,,
-97.8,25.7,TAMS,VHMTP,20.04,,,,,
-99.551111,24.566667,TAMS,VSMTP,26.8,,,,,
-98.563889,19.586111,TLAX,CPPTL,0.01,,,,,
-97.769722,19.298889,TLAX,CUATL,0,,,,,
-97.6475,19.318056,TLAX,ECTTL,0,,,,,
-97.911111,19.315833,TLAX,HMTTL,0,,,,,
-98.2,19.4,TLAX,OBSTL,0.01,,,,,
-98.200556,19.556111,TLAX,SJATL,1,,,,,
-98.243056,19.219444,TLAX,ZACTL,3.5,,,,,
-97.908056,19.200278,TLAX,ZITTL,0,,,,,
-96.843889,19.695833,VER,ACAVC,53.23,,,,,
-96.583056,19.161111,VER,ACTOPANVER,19.1,,,,,
-96.5875,19.495,VER,ACTVC,26.41,,,,,
-94.144444,18.141667,VER,AGDVC,105.01,,,,,
-97.68,20.93,VER,ALAVC,55.01,,,,,
-97.234722,19.7625,VER,ALTVC,31.57,,,,,
-95.4375,18.583333,VER,ARCVC,80.08,,,,,
-96.944444,19.588889,VER,BANVC,63,,,,,
-96.933333,19.483333,VER,BRIVC,47.54,,,,,
-94.253889,17.954444,VER,CB2VC,158.5,,,,,
-95.8,18.3,VER,CCLVC,11.1,,,,,
-96.994444,19.332778,VER,CDCVC,10.02,,,,,
-96.697778,19.433056,VER,CEGVC,17.7,,,,,
-96.853611,18.563333,VER,CHMVC,60.83,,,,,
-98.155833,21.7375,VER,CHYVC,80.01,,,,,
-94.406667,18.149722,VER,COATZACOALCOmar,141.29,,,,,
-96.939444,19.453889,VER,COAVC,29.28,,,,,
-94.4,18.1,VER,COTVC,250.7,,,,,
-96.374444,19.364722,VER,CRDVC,13.01,,,,,
-96.647222,19.320278,VER,CRRVC,13.56,,,,,
-95.295833,18.144444,VER,CTTVC,21.12,,,,,
-98.39,21.341389,VER,ELCARDON,44.5,,,,,
-97.458611,21.773611,VER,ELHIGO,75,,,,,
-98.503889,21.832222,VER,ELOLIVO,30,,,,,
-95.970833,19.040833,VER,ELSALADOmar,27.85,,,,,
-96.36,19.405833,VER,ENRVC,20,,,,,
-97.399167,20.2575,VER,ESPVC,3.92,,,,,
-96.158333,19.068889,VER,ETEVC,27.38,,,,,
-95.556944,18.270556,VER,GARVC,34.7,,,,,
-98.443889,21.777222,VER,HGOVC,75,,,,,
-98.274167,21.160556,VER,HLSVC,39.8,,,,,
-96.950833,19.181667,VER,HTSVC,30.01,,,,,
-98.483333,20.533333,VER,HUYVC,38.5,,,,,
-96.554167,19.404167,VER,IDOVC,6.14,,,,,
-94.666667,17.95,VER,JALVC,62.2,,,,,
-96.241389,19.042778,VER,JAMAPA,9.8,,,,,
-95.033333,17.433333,VER,JCRVC,50.23,,,,,
-94.088889,17.873611,VER,JDCVC,86.2,,,,,
-97.021111,19.603611,VER,JOYVC,37.72,,,,,
-95.35,18.25,VER,LAUVC,23.82,,,,,
-94.330833,18.109444,VER,LCAVC,131.51,,,,,
-95.118333,18.415833,VER,LDCVC,37.8,,,,,
-97.231944,18.922778,VER,LGRVC,0,,,,,
-96.978333,20.051944,VER,LIBVC,60.45,,,,,
-96.39,19.26,VER,LOFVC,10,,,,,
-97.236944,18.925278,VER,LOMAGRANDE,3,,,,,
-94.916667,17.416667,VER,LPEVC,46.11,,,,,
-97.1,19.65,VER,LVRVC,28.3,,,,,
-97.048333,20.0675,VER,MDTVC,28.62,,,,,
-96.333333,19.15,VER,MFAVC,0.02,,,,,
-98.045,20.8325,VER,MILVC,11.8,,,,,
-94.771111,18.135278,VER,MNZVC,36.67,,,,,
-96.833333,19.933333,VER,MZNVC,70.03,,,,,
-96.872222,19.65,VER,NAOVC,40.86,,,,,
-95.516667,18.633333,VER,NLTVC,43.92,,,,,
-98.5125,21.840278,VER,OLVVC,31.8,,,,,
-97.1,18.85,VER,ORZVC,11.65,,,,,
-96.97,19.55,VER,OTIVC,56.6,,,,,
-98.176667,22.06,VER,PANUCO,43.2,,,,,
-94.3775,18.103611,VER,PB3VC,116.22,,,,,
-94.193611,17.872778,VER,PCNVC,113.03,,,,,
-96.140833,19.041667,VER,PDTVC,0.07,,,,,
-97.814444,21.184444,VER,PEMVC,62.5,,,,,
-97.268333,19.545,VER,PEROTESMN,1.27,,,,,
-97.238889,19.580556,VER,PERVC,7.09,,,,,
-98.172778,22.053333,VER,PNCVC,43.4,,,,,
-97.475,20.543333,VER,POZARICA,20.5,,,,,
-97.316667,20.45,VER,PPNVC,31.51,,,,,
-97.478333,20.540833,VER,PRCVC,18.02,,,,,
-98.335278,21.293611,VER,PSNVC,64.4,,,,,
-96.795278,18.888056,VER,PTNVC,24.54,,,,,
-95.627778,18.716667,VER,RALVC,41.62,,,,,
-97.783333,20.883333,VER,SBTVC,20.88,,,,,
-95.183333,18.45,VER,SIHVC,51.9,,,,,
-95.133333,17.883333,VER,SJEVC,38.23,,,,,
-95.033333,18.516667,VER,SONVC,181.53,,,,,
-96.488889,19.338889,VER,TAMVC,40,,,,,
-96.966667,19.45,VER,TAPVC,45.51,,,,,
-96.35,18.45,VER,TBLVC,32.7,,,,,
-96.966667,19.383333,VER,TCOVC,57,,,,,
-98.409444,21.499722,VER,TEMPOAL,29,,,,,
-96.860556,19.354722,VER,TEPATLAXCO,49.6,,,,,
-94.163333,17.571944,VER,TMOVC,178.5,,,,,
-98.383333,21.517222,VER,TMPVC,33.6,,,,,
-96.916667,19.811111,VER,TNCVC,138.7,,,,,
-97.2225,19.921944,VER,TOMVC,56.85,,,,,
-96.950278,19.233611,VER,TOTVC,14.72,,,,,
-98.139167,21.036944,VER,TRRVC,12.8,,,,,
-97.4,20.955556,VER,TXPVC,64.21,,,,,
-95.416667,18.466667,VER,TZAVC,47.21,,,,,
-96.111111,19.154167,VER,VERVC,31.92,,,,,
-96.613889,19.022222,VER,VTEVC,9.6,,,,,
-96.85,19.55,VER,XCFVC,45.23,,,,,
-96.935556,19.547222,VER,XMGVC,30.45,,,,,
-96.916667,19.533333,VER,XOBVC,27.01,,,,,
-96.871667,19.511667,VER,XOLVC,29.82,,,,,
-96.894444,19.555833,VER,XSUVC,18.24,,,,,
-97.416667,19.433333,VER,ZALVC,0,,,,,
-89.681111,20.649444,YUC,ABAYC,50,,,,,
-89.218889,19.883056,YUC,BECYC,13.01,,,,,
-89.081667,20.463056,YUC,CANYC,124.5,,,,,
-88.473333,20.389444,YUC,CHIYC,62.5,,,,,
-89.829444,20.752778,YUC,CHOYC,47.4,,,,,
-89.638056,21.03,YUC,CICYC,31.53,,,,,
-89.501111,21.078889,YUC,CONYC,35.2,,,,,
-87.676667,21.5125,YUC,CYOYC,17.4,,,,,
-89.583611,20.983889,YUC,EZAYC,18.2,,,,,
-89.644167,20.935278,YUC,FAEYC,19.12,,,,,
-89.642778,21.048889,YUC,FIYYC,46.76,,,,,
-89.658056,20.984167,YUC,GARYC,18.13,,,,,
-89.651111,20.946389,YUC,MEOYC,20.54,,,,,
-89.4375,21.105556,YUC,MOCYC,28.9,,,,,
-89.711667,20.493333,YUC,MUNYC,21.62,,,,,
-89.394722,20.291111,YUC,OXKUTZCAB,14.6,,,,,
-89.394722,20.290556,YUC,OXKYC,16.02,,,,,
-88.930833,20.1325,YUC,PETYC,48.03,,,,,
-89.653889,21.275833,YUC,PROYC,15.91,,,,,
-88.160278,21.571111,YUC,RILYC,21.2,,,,,
-88.160556,21.571667,YUC,RLAYC,36.01,,,,,
-89.046944,20.030278,YUC,TANYC,31.1,,,,,
-89.558056,20.397778,YUC,TICYC,51.82,,,,,
-88.1725,21.158611,YUC,TIZYC,52.12,,,,,
-88.204167,20.69,YUC,VALYC,57.4,,,,,
-103.225278,22.327222,ZAC,ACHZC,26.6,,,,,
-103.459167,21.811389,ZAC,ATGZC,9.72,,,,,
-102.953333,22.824167,ZAC,BTEZC,12.2,,,,,
-102.896111,21.997222,ZAC,CHIZC,20.42,,,,,
-102.347222,22.453056,ZAC,CUAZC,13,,,,,
-103.098333,23.693333,ZAC,ELCZC,7.51,,,,,
-102.040833,22.673056,ZAC,ELSZC,6.02,,,,,
-103.35,21.645833,ZAC,EXCZC,10.43,,,,,
-102.890833,23.173889,ZAC,FREZC,10.7,,,,,
-102.506667,22.746667,ZAC,GPEZC,8.01,,,,,
-102.46,22.4875,ZAC,GRCZC,6.02,,,,,
-103.397778,24.281667,ZAC,JALZC,5.62,,,,,
-103.114167,21.404722,ZAC,JCHZC,9.4,,,,,
-103.001944,22.642778,ZAC,JERZC,6.6,,,,,
-102.566944,22.778889,ZAC,LBUZC,7.7,,,,,
-103.603056,22.686944,ZAC,LFLZC,2.51,,,,,
-102.660556,22.996944,ZAC,LLBZC,20.8,,,,,
-103.382778,22.845278,ZAC,LOBZC,13.5,,,,,
-101.985556,22.264722,ZAC,LORZC,13.61,,,,,
-103.216944,23.18,ZAC,LREZC,8,,,,,
-103.363889,21.2125,ZAC,MORZC,22.02,,,,,
-103.561667,22.306944,ZAC,MRSZC,6.02,,,,,
-102.845556,21.3575,ZAC,NCTZC,29.7,,,,,
-102.615,24.983056,ZAC,NTAZC,4.8,,,,,
-102.798056,22.347778,ZAC,PALZC,9.8,,,,,
-101.399167,22.1175,ZAC,PINZC,3.5,,,,,
-102.903611,21.711111,ZAC,PMOZC,15.7,,,,,
-103.025833,23.816944,ZAC,RGRZC,3.61,,,,,
-102.884444,24.322222,ZAC,SFOZC,9.7,,,,,
-103.506111,24.288611,ZAC,SGOZC,5,,,,,
-103.636667,23.638889,ZAC,SOMZC,1.6,,,,,
-103.495833,22.326667,ZAC,STEZC,6,,,,,
-103.108889,22.923611,ZAC,STRZC,18.52,,,,,
-102.864167,22.120556,ZAC,TAYZC,13.5,,,,,
-103.879722,23.471944,ZAC,TCHZC,3,,,,,
-103.461944,21.468611,ZAC,TGOZC,30.1,,,,,
-102.786389,21.560556,ZAC,TLAZC,25.01,,,,,
-103.309444,21.773611,ZAC,TLLZC,14.02,,,,,
-102.344167,23.288611,ZAC,VCOZC,7,,,,,
-101.916944,22.520278,ZAC,VGOZC,32.32,,,,,
-101.715833,22.3475,ZAC,VHGZC,9.7,,,,,
-103.3375,21.588889,ZAC,VILZC,15.2,,,,,
-102.576667,22.761389,ZAC,ZACZC,12.02,,,,,
